Call_Number,SiteCode,Latitude,Longitude,Date,Year,Cape,Zone,Transect,Quadrat,SubstrateType,TotalUrchins,PittedUrchins,CreviceUrchins,OpenUrchins,JuvenileUrchins,PittedJuveniles,RecruitUrchins,RedUrchins,EmptyPits,PitsPresent,UrchinSize1,UrchinSize2,UrchinSize3,UrchinSize4,UrchinSize5,Attached red drift ,Attached brown drift ,Attached green drift ,Attached phyllospadix drift,Attached other drift,TotalAttachedDrift,Algae holdfasts,Understory algae,Emphermal Greens ,Surfgrass rhizomes ,Coralline crusts,Red and Brown crusts,Sessile invertebrates  ,Sand and Cobble,Bare rock,Total primary cover (must equal 100%),Urchin cover,Available bare rock,Egregia,Hedophyllum,Mastocarpus,Laminaria,Alaria,Mazzaella,Costaria,Phyllospadix (Surfgrass),Nereocystis,Pyropia,Lessoniopsis,Fucus,Stephanocystis,Desmerestia ,Red Blade (Opuntaela),Erhythophyllum (red blade),Chondracanthus (turkish towel),Prionitis,Unknown or Other,Diatom,Total Canopy
CP_2024_NPZ_1_5,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,1,5,VD,37,0,37,0,NA,NA,NA,0,0,0,3.252,2.951,3.438,3.902,3.915,0,1,0,1,0,2,0,78,0,0,6,1,2,0,13,100,NA,NA,0,0,0,55,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,55
CP_2024_NPZ_2_1,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,2,1,VD,6,0,5,1,NA,NA,NA,0,0,0,6.716,5.9,5.989,5.37,3.77,0,0,0,0,0,0,0,27,0,0,32,19,4,0,18,100,NA,NA,,,,,,12,,,,,,,NA,NA,NA,NA,NA,NA,NA,,12
CP_2024_NPZ_2_2,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,2,2,VD,25,0,16,9,NA,NA,NA,0,0,0,4.1,4.2,5,6.3,5.8,1,0,0,0,0,1,0,0,0,0,20,5,5,0,70,100,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,0
CP_2024_NPZ_2_3,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,2,3,VD,12,0,12,0,NA,NA,NA,0,0,0,4.665,3.814,2.596,3.113,4.261,0,0,0,0,0,0,1,65,0,0,17,3,2,0,12,100,NA,NA,1,2,,,9,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,12
CP_2024_NPZ_2_4,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,2,4,VD,7,0,6,1,NA,NA,NA,0,0,0,3.285,3.472,2.764,NA,NA,0,1,0,0,0,1,0,0,0,0,27,15,5,0,53,100,NA,NA,,17,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,17
CP_2024_NPZ_2_5,CP,42.0434,-124.2899,8/19/24,2024,SO,NPZ,2,5,VD,2,0,1,1,NA,NA,NA,0,0,0,5.435,NA,NA,NA,NA,0,0,0,0,0,0,2,31,0,0,32,6,0,0,29,100,NA,NA,,18,,,,16,,,,,,,NA,NA,NA,NA,NA,NA,NA,,34
BB_2024_AZ_1_1,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,1,1,FB,0,0,0,0,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,0,1,60,2,1,0,1,100,NA,NA,0,0,0,0,0,0,0,26,0,0,78,0,NA,NA,NA,NA,NA,NA,NA,0,104
BB_2024_AZ_1_2,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,1,2,FB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,29,0,8,3,2,1,0,38,100,NA,NA,0,0,0,0,0,0,0,16,0,0,37,0,NA,NA,NA,NA,NA,NA,NA,0,53
BB_2024_AZ_1_3,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,1,3,FB,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,78,0,7,4,3,0.1,0,3,100,NA,NA,0,0,0,0,0,0,0,68,0,0,36,0,NA,NA,NA,NA,NA,NA,NA,0,104
BB_2024_AZ_1_4,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,1,4,VB,15,2,12,1,2,1,NA,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,26,0,9,53,2,4,0,0,100,NA,NA,0,0,0,0,0,0,0,20,0,0,28,0,NA,NA,NA,NA,NA,NA,NA,0,48
BB_2024_AZ_1_5,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,1,5,FB,2,1,1,0,1,1,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64,0,17,9,2,4,0,4,100,NA,NA,0,0,0,0,0,0,0,42,0,0,90,0,NA,NA,NA,NA,NA,NA,NA,0,132
BB_2024_AZ_2_1,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,2,1,FB,5,5,0,0,0,NA,NA,0,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,78,17,0,0,0,0,0,5,100,NA,NA,14,3,0,0,3,36,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,56
BB_2024_AZ_2_2,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,2,2,FB,0,0,0,0,0,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,71,0,0.1,0,0,0,8,100,NA,NA,0,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7
BB_2024_AZ_2_3,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,2,3,VB,1,1,0,0,0,NA,NA,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,60,0,3,0,0,0,30,100,NA,NA,0,6,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,8
BB_2024_AZ_2_4,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,2,4,VB,6,6,0,0,0,NA,NA,0,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,26,0,5,0,0,4,48,100,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5
BB_2024_AZ_2_5,BB,44.8303,-124.0607,7/8/24,2024,CF,AZ,2,5,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,81,6,0,6,0.1,0,0,6,100,NA,NA,0,22,0,0,7,30,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,59
BB_2024_UPZ_1_1,BB,44.8303,-124.0607,5/8/24,2024,CF,UPZ,1,1,,47,44,0,3,NA,NA,NA,0,1,45,NA,NA,NA,NA,NA,,,,,,0,0,16,0,0,25,1,0,0,58,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
BB_2024_UPZ_1_2,BB,44.8303,-124.0607,5/8/24,2024,CF,UPZ,1,2,,26,26,0,0,NA,NA,NA,0,0,26,NA,NA,NA,NA,NA,,,,,,0,0,72,0,0,9,1,0,0,18,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
BB_2024_UPZ_1_3,BB,44.8303,-124.0607,5/8/24,2024,CF,UPZ,1,3,,46,46,0,0,NA,NA,NA,0,2,47,NA,NA,NA,NA,NA,,,,,,0,0,36,0,0,8,2,0,0,54,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
BB_2024_UPZ_1_4,BB,44.8303,-124.0607,5/8/24,2024,CF,UPZ,1,4,,27,27,0,0,NA,NA,NA,0,1,28,NA,NA,NA,NA,NA,,,,,,0,1,52,0,0,3,1,0,0,43,100,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2
BB_2024_UPZ_1_5,BB,44.8303,-124.0607,5/8/24,2024,CF,UPZ,1,5,,50,49,0,1,NA,NA,NA,0,0,49,NA,NA,NA,NA,NA,,,,,,0,0,52,0,0,6,0.1,0,0,42,100,NA,NA,0,4,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7
BB_2024_UPZ_2_1,BB,44.8303,-124.0607,7/8/24,2024,CF,UPZ,2,1,,41,32,0,9,1,1,NA,0,3,35,5.1,5.8,4.3,5.7,6.4,0,0,0,1,0,1,0,4,1,0,6,0,3,5,81,100,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1
BB_2024_UPZ_2_2,BB,44.8303,-124.0607,7/8/24,2024,CF,UPZ,2,2,,29,29,0,0,0,0,NA,0,5,34,4.4,5.9,5.5,2.2,5.4,2,1,0,0,0,3,0,24,0,0,8,3,0,0,65,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
BB_2024_UPZ_2_3,BB,44.8303,-124.0607,7/8/24,2024,CF,UPZ,2,3,,29,29,0,0,0,0,NA,0,2,31,4.6,5,4.7,4.6,5.2,1,0,0,0,0,1,0,26,7,0,3,0,6,4,54,100,NA,NA,0,0,0,0,2,2,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,9
BB_2024_UPZ_2_4,BB,44.8303,-124.0607,7/8/24,2024,CF,UPZ,2,4,,30,28,0,2,0,0,NA,0,3,34,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,17,0,0,6,0,1,6,70,100,NA,NA,0,0,0,0,9,16,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,27
BB_2024_UPZ_2_5,BB,44.8303,-124.0607,7/8/24,2024,CF,UPZ,2,5,,8,7,1,0,0,0,NA,0,5,12,6,6.2,5.5,4.8,4.5,0,1,1,1,0,3,1,69,4,0,10,0,0,0,16,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
BB_2024_NPZ_1_1,BB,44.8303,-124.0607,7/8/24,2024,CF,NPZ,1,1,,24,0,4,20,6,0,NA,0,0,0,2.776,NA,NA,NA,NA,0,0,0,0,0,0,0,6,0,0,17,2,1,0,74,100,NA,NA,0,8,0,0,10,0,0,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,35
BB_2024_NPZ_1_2,BB,44.8303,-124.0607,5/8/24,2024,CF,NPZ,1,2,,14,0,0,14,0,0,NA,0,0,0,4.7,5.1,5.8,5.8,4.6,0,0,0,1,0,1,0,0,0,7,28,0,2,0,63,100,NA,NA,0,0,0,0,0,0,0,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,35
BB_2024_NPZ_1_3,BB,44.8303,-124.0607,5/8/24,2024,CF,NPZ,1,3,,3,0,0,3,0,0,NA,0,0,0,5.564,3.305,6.269,NA,NA,0,0,0,0,0,0,0,6,0,4,7,0,1,0,82,100,NA,NA,0,0,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,5
BB_2024_NPZ_1_4,BB,44.8303,-124.0607,5/8/24,2024,CF,NPZ,1,4,,20,6,2,12,1,0,NA,0,1,21,3.8,3.5,3.4,4.7,3.1,1,0,0,0,0,1,0,12,0,4,4,2,0,0,78,100,NA,NA,0,0,0,0,0,0,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,7
BB_2024_NPZ_1_5,BB,44.8303,-124.0607,5/8/24,2024,CF,NPZ,1,5,,11,3,1,7,0,0,NA,0,2,5,2.398,1.518,NA,NA,NA,0,0,0,0,0,0,6,84,0,0,2,1,3,0,4,100,NA,NA,2,5,0,0,1,13,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,21
BB_2024_NPZ_2_1,BB,44.8303,-124.0607,5/8/24,2024,CF,NPZ,2,1,,18,0,18,0,0,0,NA,0,0,0,2.8,3.8,2.6,3.1,2.1,1,0,1,7,0,9,0,60,16,0,9,2,6,0,7,100,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2
BB_2024_NPZ_2_2,BB,44.8303,-124.0607,7/8/24,2024,CF,NPZ,2,2,,12,2,7,3,0,0,NA,0,0,2,4.1,2.6,3.2,3.5,2.8,1,1,2,3,1,8,0,76,9,0,7,2,0,0,6,100,NA,NA,0,0,0,0,3,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,12
BB_2024_NPZ_2_3,BB,44.8303,-124.0607,7/8/24,2024,CF,NPZ,2,3,,8,1,7,0,0,0,NA,0,1,2,3.213,3.92,1.461,NA,NA,0,0,1,0,0,1,1,8,0.1,0,12,6,0,0,73,100,NA,NA,3,0,0,0,8,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,11
BB_2024_NPZ_2_4,BB,44.8303,-124.0607,7/8/24,2024,CF,NPZ,2,4,,7,0,7,0,0,0,NA,0,0,0,5.385,3.578,5.154,2.947,4.107,0,0,1,0,0,1,1,4,5,0,5,2,3,5,75,100,NA,NA,0,0,0,0,24,0,2,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,38
BB_2024_NPZ_2_5,BB,44.8303,-124.0607,7/8/24,2024,CF,NPZ,2,5,,48,0,48,0,0,0,NA,0,0,0,5,3.2,3.5,4,5.1,1,0,1,7,0,9,0,0,0.1,0,15,12,6,0,67,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0
SC_2025_AZ_1_1,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,1,1,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22,43,0,0,0,0,23,3,100,0,3,18,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
SC_2025_AZ_1_2,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,1,2,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,28,0,0,0.1,0,52,4,100,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
SC_2025_AZ_1_3,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,1,3,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,53,27,3,1,0,0,7,4,100,0,4,0,0,0,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16
SC_2025_AZ_1_4,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,1,4,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,44,0,0,1,2,7,40,100,0,40,,,,,,22,,,,0,,3,0,0,0,0,0,0,0,,25
SC_2025_AZ_1_5,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,1,5,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52,22,9,0,0,0,14,2,100,0,2,,,,,,6,,9,,,,1,0,0,0,0,0,0,0,,16
SC_2025_AZ_2_1,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,2,1,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,15,0,0,0,0,80,0,100,0,0,18,,,,,1,,58,,,,,0,0,0,0,0,0,0,,77
SC_2025_AZ_2_2,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,2,2,VB,2,2,0,0,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,33,6,16,5,0,0,32,3,100,1,2,25,,,5,,25,,15,,,,,0,0,0,0,0,0,0,,70
SC_2025_AZ_2_3,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,2,3,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,45,15,7,1,0.1,0,28,0,100,0,0,12,,,,,5,,11,,,,,0,0,0,0,0,0,0,,28
SC_2025_AZ_2_4,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,2,4,VB,3,3,0,0,0,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,1,14,1,0,0,13,48,100,0,48,,,,,,6,,32,,,,,0,0,0,0,0,0,0,,38
SC_2025_AZ_2_5,SC,43.3032,-124.3974,5/31/25,2025,CA,AZ,2,5,VB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,7,0,1,0,0,7,0,100,0,0,29,,,,,7,,,,,,,0,0,0,0,0,0,0,,36
SC_2025_NPZ_1_1,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,1,1,VD,26,10,3,13,0,,0,,5,15,,,,,,,,,,,,0,0,,0.1,15,1,3,0,81,100,18,63,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_NPZ_1_2,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,1,2,VD,18,0,15,3,3,NA,0,,0,0,,,,,,,,,,,,0,0,0,0.1,23,4,1,1,71,100,19,52,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_NPZ_1_3,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,1,3,VB,3,3,0,0,0,NA,0,,0,3,,,,,,,,,,,,0,0,0,0.1,2,0.1,0,0,98,100,2,96,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_NPZ_1_4,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,1,4,VD,8,7,1,0,1,NA,0,,1,8,,,,,,,,,,,,0,0.1,0,0.1,25,1,0,0,74,100,4,70,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_NPZ_1_5,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,1,5,VD,31,7,22,2,0,NA,0,,10,17,,,,,,,,,,,,0,0,0,0.1,38,4,0,0,58,100,19,39,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_NPZ_2_1,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,2,1,VB,32,23,6,3,3,NA,0,0,0,23,,,,,,,,,,,,0,1,0.1,0,17,3,3,3,73,100,25,52,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_NPZ_2_2,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,2,2,VB,10,4,6,0,0,NA,0,,3,7,,,,,,,,,,,,0,10,5,8,8,2,0,1,66,100,5,61,,,,,,,,6,,,,,0,0,0,0,0,0,0,,6
SC_2025_NPZ_2_3,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,2,3,VD,6,2,4,0,1,NA,0,,0,2,,,,,,,,,,,,0,41,2,0.1,3,0.1,4,0,50,100,3,47,,,,,,7,,1,,,,,0,0,0,0,0,0,0,,8
SC_2025_NPZ_2_4,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,2,4,CD,38,11,13,14,0,NA,0,0,1,12,,,,,,,,,,,,0,0,8,0.1,17,1,1,12,61,100,27,34,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_NPZ_2_5,SC,43.3032,-124.3974,5/31/25,2025,CA,NPZ,2,5,VB,13,3,6,4,1,NA,0,,2,16,,,,,,,,,,,,0,1,2,6,7,0,0,1,83,100,7,76,,,,,,,,3,,,,,0,0,0,0,0,0,0,,3
SC_2025_UPZ_1_1,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,1,1,VB,6,2,3,1,0,NA,0,,5,7,,,,,,,,,,,,0,25,3,3,5,3,0.1,4,57,100,4,53,2,,,,,1,,4,,,,,0,0,0,0,0,0,0,,7
SC_2025_UPZ_1_2,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,1,2,VB,3,1,2,0,1,NA,0,,4,5,,,,,,,,,,,,1,69,0.1,7,3,1,0,0.1,19,100,3,16,,,,,,13,,12,,,,,0,0,0,0,0,0,0,,25
SC_2025_UPZ_1_3,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,1,3,VB,22,22,0,0,0,NA,0,,9,31,,,,,,,,,,,,2,28,0.1,0,15,1,0,0,54,100,12,42,3,,,,,19,,,,,,,0,0,0,0,0,0,0,,22
SC_2025_UPZ_1_4,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,1,4,VB,66,63,3,0,0,NA,0,,1,67,,,,,,,,,,,,2,0,0.1,0,22,7,0,0,69,100,60,9,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_UPZ_1_5,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,1,5,VD,18,18,0,0,0,NA,0,,6,24,,,,,,,,,,,,0,25,0.1,0,11,0.1,2,0,62,100,6,56,,,,,,,,,,,,1,0,0,0,0,0,0,0,,1
SC_2025_UPZ_2_1,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,2,1,FB,20,20,0,0,0,NA,0,,2,22,,,,,,,,,,,,0,7,0,0,12,3,0,0,78,100,16,62,,,,,,10,,,,,,,0,0,0,0,0,0,0,,10
SC_2025_UPZ_2_2,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,2,2,VB,41,41,0,0,1,NA,0,,32,73,,,,,,,,,,,,0,2,0,0.1,40,4,0,0,54,100,35,19,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_UPZ_2_3,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,2,3,FB,61,61,0,0,3,NA,0,,14,75,,,,,,,,,,,,0,0,0,0.1,18,3,7,0,72,100,52,20,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_UPZ_2_4,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,2,4,FB,37,37,0,0,2,NA,0,,20,57,,,,,,,,,,,,0,0,0,0.1,11,6,0,0,83,100,23,60,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
SC_2025_UPZ_2_5,SC,43.3032,-124.3974,5/31/25,2025,CA,UPZ,2,5,VD,14,7,7,0,0,NA,NA,0,9,23,,,,,,,,,,,,0,0,5,0,0,10,3,5,77,100,10,67,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
FC_2025_AZ_1_1,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,1,1,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,42,0,14,0,0,0,30,0,100,0,0,63,22,,,,25,,22,,,,,0,0,0,0,0,0,0,,132
FC_2025_AZ_1_2,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,1,2,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,27,2,21,0,5,0,30,0,100,0,0,19,,,2,,38,,35,,,,,0,0,0,0,0,0,0,,94
FC_2025_AZ_1_3,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,1,3,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,43,0,0,0,54,0,100,0,0,12,,,,,5,,96,,,,,0,0,0,0,0,0,0,,113
FC_2025_AZ_1_4,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,1,4,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,0,13,0,0,0,56,0,100,0,0,,,,,,4,,32,,,,,0,0,0,0,0,0,0,,36
FC_2025_AZ_1_5,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,1,5,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,41,0,0,0,58,0,100,0,0,,,,,,,,87,,,,,0,0,0,0,0,0,0,,87
FC_2025_AZ_2_1,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,1,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,42,0,0,0,58,0,100,0,0,,,,,,,,100,,,,,0,0,0,0,0,0,0,,100
FC_2025_AZ_2_2,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,2,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,21,0,0,0,79,0,100,0,0,,,,,,,,100,,,,,0,0,0,0,0,0,0,,100
FC_2025_AZ_2_3,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,3,FB,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,41,0,0,0,59,0,100,0,0,,,,,,,,2,,,,,0,0,0,0,0,0,0,,2
FC_2025_AZ_2_4,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,4,FD,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,62,0,2,2,2,0,20,0,100,0,0,43,,,7,,70,,4,,,,,0,0,0,0,0,0,0,,124
FC_2025_AZ_2_5,FC,44.8386,-124.05875,6/12/25,2025,CF,AZ,2,5,FD,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,0,1,0,0,0,54,0,100,0,0,100,,,24,,33,,,,,,,0,0,0,0,0,0,0,,157
FC_2025_UPZ_1_1,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,1,VB,13,13,0,0,0,NA,NA,0,2,9,,,,,,,,,,,,4,42,4,0,25,6,5,0,14,100,9,5,,7,,,,,,,,,,,0,0,0,0,0,0,0,,7
FC_2025_UPZ_1_2,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,2,VB,27,27,0,0,0,NA,NA,0,1,21,,,,,,,,,,,,5,23,0,0,27,3,21,0,21,100,21,0,,,,12,,,,,,,,,0,0,0,0,0,0,0,,12
FC_2025_UPZ_1_3,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,3,FB,16,16,0,0,0,NA,NA,0,2,12,,,,,,,,,,,,5,69,2,0,7,2,3,0,12,100,12,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0
FC_2025_UPZ_1_4,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,4,FB,23,23,0,0,4,NA,NA,0,2,23,,,,,,,,,,,,1,34,1,0,30,5,5,0,24,100,23,1,,1,,,,,,,,,,,0,0,0,0,0,0,0,,1
FC_2025_UPZ_1_5,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,1,5,VB,32,32,0,0,2,NA,NA,0,0,35,,,,,,,,,,,,0,34,0,0,21,7,3,0,35,100,35,0,,2,,4,,,,,,,,,0,0,0,0,0,0,0,,6
FC_2025_UPZ_2_1,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,1,VB,6,6,0,0,0,NA,NA,0,1,3,,,,,,,,,,,,2,46,0,0,10,3,23,4,12,100,3,9,,6,,,,10,,,,,,,0,0,0,0,0,0,0,,16
FC_2025_UPZ_2_2,FC,44.8386,-124.05875,6/12/25,2025,CF,UPZ,2,2,VB,24,24,0,0,3,NA,NA,0,2,20,,,,,,,,,,,,0,58,0,0,16,2,4,0,20,100,20,0,,,,,,1,,,,,,,0,0,0,0,0,0,0,,1
